,id,tags,light,point,nearby,region,scheme,address,weather,category,datetime,severity,vehicles,dead_count,participants,injured_count,parent_region,road_conditions,participants_count,participant_categories
276,2449234,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.499857, 'long': 44.593259}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"", ""Нерегулируемый пешеходный переход"" ]",Малгобекский район,710,"г Малгобек, ул Физкультурная, 30",['Ясно'],Наезд на пешехода,2020-03-11 19:00:00,С погибшими,"[ { ""year"": 2008, ""brand"": ""ВАЗ"", ""color"": ""Черный"", ""model"": ""Priora"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоответствие скорости конкретным условиям движения"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 47 } ] } ]",1,"[ { ""role"": ""Пешеход"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Скончался в течение 8 суток"" } ]",0,Республика Ингушетия,"['Сухое', 'Отсутствие, плохая различимость горизонтальной разметки проезжей части', 'Отсутствие освещения']",2,"['Все участники', 'Пешеходы']"
277,2449262,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': None, 'long': None}",[ ],Малгобекский район,600,"Назрань-Малгобек-Н. Курп-Терек, 43 км",['Ясно'],Наезд на препятствие,2015-07-10 17:00:00,Тяжёлый,"[ { ""year"": 2002, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": "" Жигули  ВАЗ-2108, 09 и модификации                       "", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Превышение установленной скорости движения"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 3 }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null } ] } ]",0,[ ],2,Республика Ингушетия,['Сухое'],2,['Все участники']
278,2449324,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.469163, 'long': 44.557163}","[ ""Жилые дома индивидуальной застройки"", ""АЗС"", ""Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов"" ]",Малгобекский район,200,"с Инарки, ул Укурова, 22",['Ясно'],Столкновение,2018-05-16 13:00:00,Легкий,"[ { ""year"": 2002, ""brand"": ""ВАЗ"", ""color"": ""Зеленый"", ""model"": ""ВАЗ 2112 и модификации"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение очередности проезда перекрестков"", ""Управление ТС лицом, не имеющим права на управление ТС"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": null } ] }, { ""year"": 2004, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": ""ВАЗ 2110, 21101, 21102, 21103, 21108"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": 8 } ] } ]",0,[ ],2,Республика Ингушетия,"['Сухое', 'Отсутствие, плохая различимость горизонтальной разметки проезжей части']",2,['Все участники']
279,2449288,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': None, 'long': None}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"", ""Остановка общественного транспорта"", ""Нерегулируемый пешеходный переход"" ]",Малгобекский район,860,"Назрань-Малгобек-Н. Курп-Терек, 34 км",['Ясно'],Наезд на пешехода,2015-10-31 16:55:00,С погибшими,"[ { ""year"": 2011, ""brand"": ""ВАЗ"", ""color"": ""Черный"", ""model"": ""Priora"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил обгона"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 6 } ] } ]",1,"[ { ""role"": ""Пешеход"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Скончался на месте ДТП до приезда скорой медицинской помощи"" } ]",0,Республика Ингушетия,['Сухое'],2,"['Все участники', 'Пешеходы']"
280,2449295,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': None, 'long': None}","[ ""Иной объект"" ]",Малгобекский район,820,"Назрань-Малгобек-Н. Курп-Терек, 53 км",['Ясно'],Наезд на пешехода,2015-10-23 18:20:00,Тяжёлый,"[ { ""year"": 2009, ""brand"": ""ВАЗ"", ""color"": ""Коричневый"", ""model"": "" Жигули  ВАЗ-2107 модификации"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 2 } ] } ]",0,"[ { ""role"": ""Пешеход"", ""gender"": ""Мужской"", ""violations"": [ ""Пешеход в состоянии алкогольного опьянения"", ""Переход через проезжую часть в неустановленном месте (при наличии в зоне видимости перекрёстка)"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"" } ]",1,Республика Ингушетия,"['Сухое', 'Отсутствие освещения']",2,"['Все участники', 'Пешеходы']"
281,2449296,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': None, 'long': None}","[ ""Мост"", ""АЗС"" ]",Малгобекский район,140,"Назрань-Малгобек-Н. Курп-Терек, 31 км",['Дождь'],Столкновение,2015-10-12 21:55:00,Легкий,"[ { ""year"": 2011, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": ""Priora"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение очередности проезда"" ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": 13 } ] }, { ""year"": 2009, ""brand"": ""ВАЗ"", ""color"": ""Белый"", ""model"": "" Жигули  ВАЗ-2107 модификации"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоответствие скорости конкретным условиям движения"" ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": 7 } ] } ]",0,[ ],2,Республика Ингушетия,"['Мокрое', 'Отсутствие освещения']",2,['Все участники']
282,2449294,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': None, 'long': None}","[ ""АЗС"", ""Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов"" ]",Малгобекский район,140,"Назрань-Малгобек-Н. Курп-Терек, 30 км",['Ясно'],Столкновение,2015-10-27 21:50:00,Тяжёлый,"[ { ""year"": 2008, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": ""Priora"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Неправильный выбор дистанции"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 6 }, { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": null } ] }, { ""year"": 2007, ""brand"": ""ГАЗ"", ""color"": ""Желтый"", ""model"": ""Прочие модели ГАЗ"", ""category"": ""Одноэтажные длиной не более 5 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Управление ТС лицом, не имеющим права на управление ТС"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": null } ] } ]",0,[ ],2,Республика Ингушетия,"['Сухое', 'Отсутствие освещения']",3,['Все участники']
283,2449309,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.403379, 'long': 44.757335}","[ ""Жилые дома индивидуальной застройки"" ]",Малгобекский район,940,"Назрань-Малгобек-Н. Курп-Терек, 36 км",['Ясно'],Наезд на препятствие,2019-08-18 05:00:00,С погибшими,"[ { ""year"": 2000, ""brand"": ""MERCEDES"", ""color"": ""Синий"", ""model"": ""E-класс"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Превышение установленной скорости движения"", ""Нарушение водителем правил применения ремней безопасности (ставится в случае, когда не пристегнут водитель)"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Скончался на месте ДТП по прибытию скорой медицинской помощи, но до транспортировки в мед. организацию"", ""years_of_driving_experience"": 22 } ] } ]",1,[ ],0,Республика Ингушетия,['Сухое'],1,['Все участники']
284,2449419,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.508153, 'long': 44.584794}","[ ""Многоквартирные жилые дома"", ""Регулируемый перекресток"", ""Регулируемый пешеходный переход"" ]",Малгобекский район,740,"г Малгобек, ул Осканова, 22",['Ясно'],Наезд на пешехода,2019-10-20 21:59:00,Легкий,"[ { ""year"": null, ""brand"": null, ""color"": null, ""model"": null, ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": null, ""violations"": [ ""Нарушение правил проезда пешеходного перехода"", ""Оставление места ДТП"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": null } ] } ]",0,"[ { ""role"": ""Пешеход"", ""gender"": ""Женский"", ""violations"": [ ""Иные нарушения"" ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"" } ]",1,Республика Ингушетия,['Сухое'],2,"['Все участники', 'Пешеходы']"
285,2449350,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.479705, 'long': 44.741735}",[ ],Малгобекский район,200,"Назрань-Малгобек-Н. Курп-Терек, 43 км",['Ясно'],Столкновение,2020-08-27 00:10:00,Тяжёлый,"[ { ""year"": 1988, ""brand"": ""ВАЗ"", ""color"": ""Белый"", ""model"": "" Нива  ВАЗ-2121 и модификации"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Выезд на полосу встречного движения"", ""Управление ТС в состоянии алкогольного опьянения"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 14 } ] }, { ""year"": 2008, ""brand"": ""NISSAN"", ""color"": ""Черный"", ""model"": ""Almera"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 40 } ] } ]",0,[ ],2,Республика Ингушетия,['Сухое'],2,['Все участники']
286,2449356,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.504675, 'long': 44.567435}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток неравнозначных улиц (дорог)"", ""Нерегулируемый пешеходный переход"" ]",Малгобекский район,200,"г Малгобек, ул Физкультурная, 32",['Дождь'],Столкновение,2020-08-22 14:00:00,С погибшими,"[ { ""year"": 2013, ""brand"": ""HYUNDAI"", ""color"": ""Черный"", ""model"": ""Solaris"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Управление ТС лицом, лишенным права управления"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Скончался в течение 7 суток"", ""years_of_driving_experience"": null } ] }, { ""year"": 2003, ""brand"": ""КАМАЗ"", ""color"": ""Серый"", ""model"": ""5360"", ""category"": ""Бортовые грузовые автомобили"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Выезд на полосу встречного движения"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 30 } ] } ]",1,[ ],1,Республика Ингушетия,['Мокрое'],3,['Все участники']
287,2449376,['Дорожно-транспортные происшествия'],"В темное время суток, освещение не включено","{'lat': None, 'long': None}","[ ""Выезд с прилегающей территории"", ""Жилые дома индивидуальной застройки"" ]",Малгобекский район,210,"Назрань-Малгобек-Н. Курп-Терек, 28 км",['Ясно'],Столкновение,2015-08-24 21:20:00,Легкий,"[ { ""year"": 2003, ""brand"": ""ВАЗ"", ""color"": ""Красный"", ""model"": "" Жигули  ВАЗ-2106 модификации"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Нарушение правил обгона"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 12 }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": null } ] }, { ""year"": 2002, ""brand"": ""DAEWOO"", ""color"": ""Иные цвета"", ""model"": ""Nexia"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 5 } ] }, { ""year"": 2005, ""brand"": ""ВАЗ"", ""color"": ""Иные цвета"", ""model"": ""ВАЗ 2114 и модификации"", ""category"": ""В-класс (малый) до 3,9 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": 16 } ] } ]",0,[ ],6,Республика Ингушетия,"['Неисправное освещение', 'Сухое']",8,['Все участники']
288,2449385,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.48, 'long': 44.75}",[ ],Малгобекский район,210,"Назрань-Малгобек-Н. Курп-Терек, 49 км",['Ясно'],Столкновение,2017-03-16 16:00:00,Тяжёлый,"[ { ""year"": 2015, ""brand"": ""ВАЗ"", ""color"": ""Белый"", ""model"": ""Priora"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": 13 }, { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Получил травмы с оказанием разовой медицинской помощи, к категории раненый не относится"", ""years_of_driving_experience"": null } ] }, { ""year"": 2003, ""brand"": ""PEUGEOT"", ""color"": ""Серый"", ""model"": ""206"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Женский"", ""violations"": [ ""Выезд на полосу встречного движения с разворотом, поворотом налево или объездом препятствия"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 5 } ] } ]",0,[ ],3,Республика Ингушетия,['Сухое'],5,['Все участники']
289,2449450,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']","В темное время суток, освещение отсутствует","{'lat': 43.47425, 'long': 44.584133}","[ ""Жилые дома индивидуальной застройки"" ]",Малгобекский район,810,"с Сагопши, ул Гарданова",['Ясно'],Наезд на пешехода,2016-07-08 20:40:00,Тяжёлый,"[ { ""year"": 2009, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": ""ВАЗ 2115 и модификации"", ""category"": ""Легковые автомобили (без типа)"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоответствие скорости конкретным условиям движения"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 11 } ] } ]",0,"[ { ""role"": ""Пешеход"", ""gender"": ""Мужской"", ""violations"": [ ""Неожиданный выход из-за стоящего ТС"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"" } ]",1,Республика Ингушетия,"['Сухое', 'Отсутствие, плохая различимость горизонтальной разметки проезжей части', 'Отсутствие освещения']",2,"['Все участники', 'Пешеходы', 'Дети']"
290,2449454,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.352717, 'long': 44.712378}","[ ""Жилые дома индивидуальной застройки"" ]",Малгобекский район,200,"с Верхние Ачалуки, ул Бекова",['Ясно'],Столкновение,2016-07-05 17:45:00,Легкий,"[ { ""year"": 2003, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": "" Жигули  ВАЗ-2108, 09 и модификации                       "", ""category"": ""Легковые автомобили (без типа)"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Выезд на полосу встречного движения"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 2 }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": null } ] }, { ""year"": 2005, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": "" Нива  ВАЗ-2121 и модификации"", ""category"": ""Легковые автомобили (без типа)"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся)  на амбулаторном лечении, либо которому по характеру полученных травм обозначена необходимость амбулаторного лечения (вне зависимости от его фактического прохождения)"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 7 } ] } ]",0,[ ],2,Республика Ингушетия,['Сухое'],4,['Все участники']
291,2449472,['Дорожно-транспортные происшествия'],"В темное время суток, освещение не включено","{'lat': 43.335167, 'long': 44.690409}","[ ""Жилые дома индивидуальной застройки"", ""Нерегулируемый перекрёсток"" ]",Малгобекский район,820,"с Верхние Ачалуки, ул Бекова, 38",['Ясно'],Наезд на пешехода,2020-07-03 22:30:00,Тяжёлый,"[ { ""year"": 2011, ""brand"": ""ВАЗ"", ""color"": ""Красный"", ""model"": ""ВАЗ 2115 и модификации"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоответствие скорости конкретным условиям движения"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 10 } ] } ]",0,"[ { ""role"": ""Пешеход"", ""gender"": ""Женский"", ""violations"": [ ""Отсутствие световозвращающих элементов"" ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"" } ]",1,Республика Ингушетия,"['Неисправное освещение', 'Сухое']",2,"['Все участники', 'Пешеходы']"
292,2517435,['Дорожно-транспортные происшествия'],"В темное время суток, освещение включено","{'lat': 43.479378, 'long': 44.64155}","[ ""АЗС"", ""Нерегулируемое пересечение с круговым движением"" ]",Малгобекский район,940,"Назрань-Малгобек-Н. Курп-Терек, 49 км",['Пасмурно'],Наезд на препятствие,2020-11-28 20:45:00,С погибшими,"[ { ""year"": 2010, ""brand"": ""ВАЗ"", ""color"": ""Белый"", ""model"": ""Priora"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Превышение установленной скорости движения"" ], ""health_status"": ""Скончался на месте ДТП до приезда скорой медицинской помощи"", ""years_of_driving_experience"": null } ] } ]",1,[ ],0,Республика Ингушетия,['Сухое'],1,['Все участники']
293,2505606,['Дорожно-транспортные происшествия'],"В темное время суток, освещение отсутствует","{'lat': 43.375873, 'long': 44.72532}","[ ""Жилые дома индивидуальной застройки"" ]",Малгобекский район,830,"с Средние Ачалуки, ул Рабочая, 33",['Ясно'],Наезд на пешехода,2020-10-10 19:00:00,С погибшими,"[ { ""year"": 1998, ""brand"": ""BMW"", ""color"": ""Красный"", ""model"": ""3er"", ""category"": ""D-класс (средний) до 4,6 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоответствие скорости конкретным условиям движения"", ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 10 } ] } ]",1,"[ { ""role"": ""Пешеход"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Скончался на месте ДТП до приезда скорой медицинской помощи"" } ]",0,Республика Ингушетия,"['Сухое', 'Отсутствие, плохая различимость горизонтальной разметки проезжей части', 'Отсутствие освещения']",2,"['Все участники', 'Пешеходы']"
294,2517428,"['Дорожно-транспортные происшествия', 'ДТП и пострадавшие дети в возрасте до 16 лет']",Светлое время суток,"{'lat': 43.420198, 'long': 44.767227}","[ ""Жилые дома индивидуальной застройки"", ""Объект (здание, сооружение) религиозного культа"" ]",Малгобекский район,210,"с Нижние Ачалуки, ул Шоссейная, 138",['Ясно'],Столкновение,2020-11-24 08:30:00,С погибшими,"[ { ""year"": 1997, ""brand"": ""BMW"", ""color"": ""Серый"", ""model"": ""3er"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Скончался на месте ДТП до приезда скорой медицинской помощи"", ""years_of_driving_experience"": null }, { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Скончался на месте ДТП по прибытию скорой медицинской помощи, но до транспортировки в мед. организацию"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Выезд на полосу встречного движения"", ""Нарушение правил перевозки детей (не использование детских сидений либо удерживающих устройств)"" ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": 5 }, { ""role"": ""Пассажир"", ""gender"": ""Женский"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на стационарном лечении"", ""years_of_driving_experience"": null } ] }, { ""year"": 2007, ""brand"": ""MERCEDES"", ""color"": ""Белый"", ""model"": ""GL"", ""category"": ""D-класс (средний) до 4,6 м"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Оставление места ДТП"", ""Отказ водителя от прохождения медицинского освидетельствования на состояние опьянения"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 11 } ] } ]",2,[ ],2,Республика Ингушетия,['Сухое'],5,"['Все участники', 'Дети']"
295,2517440,['Дорожно-транспортные происшествия'],Светлое время суток,"{'lat': 43.525993, 'long': 44.746885}",[ ],Малгобекский район,200,"Зязиков-юрт-Вознесеновская, 7 км",['Ясно'],Столкновение,2020-11-23 09:00:00,Легкий,"[ { ""year"": 2009, ""brand"": ""ГАЗ"", ""color"": ""Белый"", ""model"": ""Прочие модели ГАЗ"", ""category"": ""Цистерны"", ""participants"": [ { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Несоблюдение требований ОСАГО"" ], ""health_status"": ""Не пострадал"", ""years_of_driving_experience"": 24 } ] }, { ""year"": 2005, ""brand"": ""ВАЗ"", ""color"": ""Серый"", ""model"": ""ВАЗ 2110, 21101, 21102, 21103, 21108"", ""category"": ""С-класс (малый средний, компактный) до 4,3 м"", ""participants"": [ { ""role"": ""Пассажир"", ""gender"": ""Мужской"", ""violations"": [ ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": null }, { ""role"": ""Водитель"", ""gender"": ""Мужской"", ""violations"": [ ""Выезд на полосу встречного движения"" ], ""health_status"": ""Раненый, находящийся (находившийся) на амбулаторном лечении, либо в условиях дневного стационара"", ""years_of_driving_experience"": 12 } ] } ]",0,[ ],2,Республика Ингушетия,"['Отсутствие, плохая различимость горизонтальной разметки проезжей части', 'Заснеженное']",3,['Все участники']
